entity_id,state,last_changed
sensor.esphome_web_87cd6c_cisterna,1.96,2024-06-06T12:06:49.281Z
sensor.esphome_web_87cd6c_cisterna,0.98,2024-06-06T12:06:51.258Z
sensor.esphome_web_87cd6c_cisterna,1.96,2024-06-06T12:06:53.271Z
sensor.esphome_web_87cd6c_cisterna,0.85,2024-06-06T12:06:55.316Z
sensor.esphome_web_87cd6c_cisterna,1.05,2024-06-06T12:06:57.261Z
sensor.esphome_web_87cd6c_cisterna,0.20,2024-06-06T12:06:59.308Z
sensor.esphome_web_87cd6c_cisterna,0.65,2024-06-06T12:07:01.269Z
sensor.esphome_web_87cd6c_cisterna,1.50,2024-06-06T12:07:03.298Z
sensor.esphome_web_87cd6c_cisterna,1.44,2024-06-06T12:07:05.261Z
sensor.esphome_web_87cd6c_cisterna,1.24,2024-06-06T12:07:07.290Z
sensor.esphome_web_87cd6c_cisterna,0.59,2024-06-06T12:07:09.256Z
sensor.esphome_web_87cd6c_cisterna,1.18,2024-06-06T12:07:11.292Z
sensor.esphome_web_87cd6c_cisterna,0.78,2024-06-06T12:07:13.259Z
sensor.esphome_web_87cd6c_cisterna,0.98,2024-06-06T12:07:15.287Z
sensor.esphome_web_87cd6c_cisterna,0.72,2024-06-06T12:07:17.335Z
sensor.esphome_web_87cd6c_cisterna,1.44,2024-06-06T12:07:19.264Z
sensor.esphome_web_87cd6c_cisterna,1.24,2024-06-06T12:07:21.309Z
sensor.esphome_web_87cd6c_cisterna,1.57,2024-06-06T12:07:23.370Z
sensor.esphome_web_87cd6c_cisterna,0.52,2024-06-06T12:07:25.301Z
sensor.esphome_web_87cd6c_cisterna,0.65,2024-06-06T12:07:29.292Z
sensor.esphome_web_87cd6c_cisterna,0.52,2024-06-06T12:07:31.338Z
sensor.esphome_web_87cd6c_cisterna,1.90,2024-06-06T12:07:33.283Z
sensor.esphome_web_87cd6c_cisterna,0.59,2024-06-06T12:07:35.260Z
sensor.esphome_web_87cd6c_cisterna,1.11,2024-06-06T12:07:37.274Z
sensor.esphome_web_87cd6c_cisterna,1.05,2024-06-06T12:07:39.323Z
sensor.esphome_web_87cd6c_cisterna,1.83,2024-06-06T12:07:41.267Z
sensor.esphome_web_87cd6c_cisterna,-3.53,2024-06-06T12:07:43.341Z
sensor.esphome_web_87cd6c_cisterna,0.85,2024-06-06T12:07:45.256Z
sensor.esphome_web_87cd6c_cisterna,0.20,2024-06-06T12:07:47.324Z
sensor.esphome_web_87cd6c_cisterna,0.52,2024-06-06T12:07:49.260Z
sensor.esphome_web_87cd6c_cisterna,1.50,2024-06-06T12:07:51.295Z
sensor.esphome_web_87cd6c_cisterna,1.05,2024-06-06T12:07:53.254Z
sensor.esphome_web_87cd6c_cisterna,0.33,2024-06-06T12:07:55.298Z
sensor.esphome_web_87cd6c_cisterna,1.63,2024-06-06T12:07:57.261Z
sensor.esphome_web_87cd6c_cisterna,1.11,2024-06-06T12:07:59.288Z
sensor.esphome_web_87cd6c_cisterna,0.52,2024-06-06T12:08:01.258Z
sensor.esphome_web_87cd6c_cisterna,1.05,2024-06-06T12:08:03.267Z
sensor.esphome_web_87cd6c_cisterna,1.50,2024-06-06T12:08:05.255Z
sensor.esphome_web_87cd6c_cisterna,0.39,2024-06-06T12:08:07.258Z
sensor.esphome_web_87cd6c_cisterna,1.90,2024-06-06T12:08:09.306Z
sensor.esphome_web_87cd6c_cisterna,0.52,2024-06-06T12:08:11.262Z
sensor.esphome_web_87cd6c_cisterna,0.13,2024-06-06T12:08:13.308Z
sensor.esphome_web_87cd6c_cisterna,1.11,2024-06-06T12:08:15.255Z
sensor.esphome_web_87cd6c_cisterna,1.57,2024-06-06T12:08:17.300Z
sensor.esphome_web_87cd6c_cisterna,0.59,2024-06-06T12:08:19.264Z
sensor.esphome_web_87cd6c_cisterna,0.00,2024-06-06T12:08:21.289Z
sensor.esphome_web_87cd6c_cisterna,1.05,2024-06-06T12:08:23.254Z
sensor.esphome_web_87cd6c_cisterna,0.46,2024-06-06T12:08:25.281Z
sensor.esphome_web_87cd6c_cisterna,1.44,2024-06-06T12:08:27.256Z
sensor.esphome_web_87cd6c_cisterna,0.72,2024-06-06T12:08:29.260Z
sensor.esphome_web_87cd6c_cisterna,0.52,2024-06-06T12:08:31.349Z
sensor.esphome_web_87cd6c_cisterna,1.31,2024-06-06T12:08:33.269Z
sensor.esphome_web_87cd6c_cisterna,1.57,2024-06-06T12:08:35.298Z
sensor.esphome_web_87cd6c_cisterna,1.05,2024-06-06T12:08:37.257Z
sensor.esphome_web_87cd6c_cisterna,0.92,2024-06-06T12:08:39.290Z
sensor.esphome_web_87cd6c_cisterna,1.18,2024-06-06T12:08:41.254Z
sensor.esphome_web_87cd6c_cisterna,1.50,2024-06-06T12:08:43.280Z
sensor.esphome_web_87cd6c_cisterna,0.92,2024-06-06T12:08:45.254Z
sensor.esphome_web_87cd6c_cisterna,1.44,2024-06-06T12:08:47.297Z
sensor.esphome_web_87cd6c_cisterna,0.78,2024-06-06T12:08:49.317Z
sensor.esphome_web_87cd6c_cisterna,2.48,2024-06-06T12:08:51.261Z
sensor.esphome_web_87cd6c_cisterna,1.44,2024-06-06T12:08:53.340Z
sensor.esphome_web_87cd6c_cisterna,0.59,2024-06-06T12:08:55.266Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:08:57.300Z
sensor.esphome_web_87cd6c_cisterna,10.13,2024-06-06T12:08:59.264Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T12:09:01.291Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:09:03.257Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:09:05.282Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T12:09:07.260Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:09:09.273Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T12:09:11.342Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:09:13.265Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:09:15.310Z
sensor.esphome_web_87cd6c_cisterna,14.58,2024-06-06T12:09:19.303Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:09:21.258Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:09:23.293Z
sensor.esphome_web_87cd6c_cisterna,14.44,2024-06-06T12:09:25.260Z
sensor.esphome_web_87cd6c_cisterna,14.64,2024-06-06T12:09:27.296Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:09:29.258Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:09:31.274Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:09:33.258Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:09:35.265Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:09:37.330Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:09:39.356Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:09:41.303Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:09:43.264Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T12:09:45.295Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:09:47.258Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:09:49.287Z
sensor.esphome_web_87cd6c_cisterna,14.12,2024-06-06T12:09:51.272Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:09:53.276Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T12:09:55.259Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:09:57.268Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:09:59.313Z
sensor.esphome_web_87cd6c_cisterna,14.51,2024-06-06T12:10:01.259Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:10:03.305Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:10:05.265Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T12:10:07.313Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:10:09.259Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:10:11.286Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:10:13.264Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:10:17.257Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:10:19.271Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:10:21.257Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:10:23.260Z
sensor.esphome_web_87cd6c_cisterna,14.58,2024-06-06T12:10:25.308Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:10:27.273Z
sensor.esphome_web_87cd6c_cisterna,14.58,2024-06-06T12:10:29.297Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:10:31.262Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:10:33.308Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:10:37.279Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:10:39.259Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:10:41.272Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T12:10:43.256Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:10:45.265Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:10:47.427Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:10:49.264Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:10:51.300Z
sensor.esphome_web_87cd6c_cisterna,14.12,2024-06-06T12:10:53.269Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:10:55.304Z
sensor.esphome_web_87cd6c_cisterna,17.12,2024-06-06T12:10:57.266Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T12:10:59.300Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:11:01.265Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T12:11:03.274Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:11:05.256Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T12:11:07.265Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:11:09.313Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:11:13.302Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T12:11:15.262Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:11:17.294Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:11:19.256Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T12:11:21.285Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:11:23.258Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:11:25.275Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:11:27.260Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:11:29.267Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:11:31.313Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:11:33.258Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:11:35.304Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:11:37.263Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T12:11:39.296Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:11:41.261Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:11:43.286Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:11:45.264Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:11:47.277Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:11:49.323Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T12:11:51.268Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:11:53.316Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T12:11:57.308Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:11:59.264Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T12:12:01.298Z
sensor.esphome_web_87cd6c_cisterna,14.31,2024-06-06T12:12:03.256Z
sensor.esphome_web_87cd6c_cisterna,16.60,2024-06-06T12:12:05.300Z
sensor.esphome_web_87cd6c_cisterna,10.13,2024-06-06T12:12:07.262Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T12:12:09.279Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T12:12:11.260Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:12:13.270Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T12:12:15.317Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T12:12:17.262Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:12:19.308Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:12:21.266Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:12:23.299Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:12:25.263Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:12:27.302Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:12:29.259Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:12:31.281Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:12:33.257Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T12:12:35.272Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:12:37.255Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:12:39.264Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:12:41.309Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:12:43.269Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:12:45.300Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:12:47.265Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:12:49.292Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T12:12:51.256Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:12:53.284Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:12:55.264Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:12:57.274Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:12:59.260Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:13:01.265Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:13:03.354Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:13:05.267Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:13:07.302Z
sensor.esphome_web_87cd6c_cisterna,14.58,2024-06-06T12:13:09.285Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:13:11.294Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:13:13.257Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:13:15.286Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:13:17.257Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T12:13:19.275Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:13:21.257Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:13:23.266Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:13:25.314Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:13:27.269Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T12:13:29.306Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:13:31.263Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T12:13:33.308Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:13:37.302Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:13:39.256Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:13:43.257Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T12:13:45.268Z
sensor.esphome_web_87cd6c_cisterna,13.14,2024-06-06T12:13:47.315Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:13:49.260Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:13:51.306Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:13:53.268Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:13:55.299Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T12:13:57.263Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T12:13:59.288Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:14:01.260Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:14:03.279Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:14:05.259Z
sensor.esphome_web_87cd6c_cisterna,14.44,2024-06-06T12:14:07.269Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:14:09.316Z
sensor.esphome_web_87cd6c_cisterna,16.54,2024-06-06T12:14:11.262Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:14:13.307Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:14:15.270Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:14:17.301Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:14:19.261Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T12:14:21.302Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:14:23.264Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:14:25.280Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:14:27.256Z
sensor.esphome_web_87cd6c_cisterna,16.67,2024-06-06T12:14:29.272Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:14:31.259Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T12:14:33.273Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:14:35.309Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:14:37.268Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:14:39.301Z
sensor.esphome_web_87cd6c_cisterna,16.01,2024-06-06T12:14:41.259Z
sensor.esphome_web_87cd6c_cisterna,14.51,2024-06-06T12:14:43.291Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:14:45.257Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:14:47.284Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:14:49.263Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T12:14:51.274Z
sensor.esphome_web_87cd6c_cisterna,14.77,2024-06-06T12:14:53.319Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:14:55.264Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:14:57.310Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:14:59.269Z
sensor.esphome_web_87cd6c_cisterna,16.73,2024-06-06T12:15:01.303Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:15:03.263Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:15:05.306Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T12:15:07.262Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:15:09.284Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T12:15:11.263Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:15:13.276Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:15:15.264Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:15:17.266Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T12:15:21.275Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:15:23.324Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:15:25.267Z
sensor.esphome_web_87cd6c_cisterna,16.86,2024-06-06T12:15:27.296Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:15:29.258Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:15:31.285Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:15:33.257Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:15:35.277Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:15:37.323Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:15:39.270Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:15:41.328Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:15:43.260Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:15:45.305Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:15:47.264Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:15:49.298Z
sensor.esphome_web_87cd6c_cisterna,16.86,2024-06-06T12:15:51.259Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:15:53.287Z
sensor.esphome_web_87cd6c_cisterna,14.90,2024-06-06T12:15:55.267Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:15:57.290Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:15:59.261Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T12:16:01.269Z
sensor.esphome_web_87cd6c_cisterna,14.71,2024-06-06T12:16:03.317Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:16:05.273Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T12:16:07.321Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:16:09.264Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:16:11.298Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:16:13.265Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:16:15.289Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T12:16:17.258Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:16:19.281Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:16:21.258Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:16:23.270Z
sensor.esphome_web_87cd6c_cisterna,15.56,2024-06-06T12:16:25.258Z
sensor.esphome_web_87cd6c_cisterna,14.58,2024-06-06T12:16:27.291Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T12:16:29.309Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T12:16:31.272Z
sensor.esphome_web_87cd6c_cisterna,16.21,2024-06-06T12:16:33.300Z
sensor.esphome_web_87cd6c_cisterna,16.60,2024-06-06T12:16:35.260Z
sensor.esphome_web_87cd6c_cisterna,15.75,2024-06-06T12:16:37.291Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T12:16:39.262Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:16:41.284Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:16:43.259Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:16:45.273Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:16:49.264Z
sensor.esphome_web_87cd6c_cisterna,17.19,2024-06-06T12:16:51.310Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:16:53.266Z
sensor.esphome_web_87cd6c_cisterna,14.77,2024-06-06T12:16:55.301Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T12:16:57.259Z
sensor.esphome_web_87cd6c_cisterna,14.84,2024-06-06T12:16:59.293Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:17:01.266Z
sensor.esphome_web_87cd6c_cisterna,15.10,2024-06-06T12:17:03.301Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:17:05.260Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:17:07.275Z
sensor.esphome_web_87cd6c_cisterna,15.36,2024-06-06T12:17:09.323Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:17:11.277Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:17:13.340Z
sensor.esphome_web_87cd6c_cisterna,16.27,2024-06-06T12:17:15.272Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T12:17:17.303Z
sensor.esphome_web_87cd6c_cisterna,15.69,2024-06-06T12:17:19.262Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:17:21.296Z
sensor.esphome_web_87cd6c_cisterna,16.47,2024-06-06T12:17:23.263Z
sensor.esphome_web_87cd6c_cisterna,16.14,2024-06-06T12:17:25.286Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:17:27.264Z
sensor.esphome_web_87cd6c_cisterna,15.03,2024-06-06T12:17:29.277Z
sensor.esphome_web_87cd6c_cisterna,15.82,2024-06-06T12:17:31.261Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:17:33.268Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:17:35.341Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:17:37.278Z
sensor.esphome_web_87cd6c_cisterna,15.95,2024-06-06T12:17:39.307Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:17:41.272Z
sensor.esphome_web_87cd6c_cisterna,14.71,2024-06-06T12:17:43.310Z
sensor.esphome_web_87cd6c_cisterna,16.41,2024-06-06T12:17:47.287Z
sensor.esphome_web_87cd6c_cisterna,15.49,2024-06-06T12:17:49.262Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T12:17:51.278Z
sensor.esphome_web_87cd6c_cisterna,16.08,2024-06-06T12:17:53.261Z
sensor.esphome_web_87cd6c_cisterna,15.42,2024-06-06T12:17:55.269Z
sensor.esphome_web_87cd6c_cisterna,15.88,2024-06-06T12:17:57.315Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:17:59.260Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:18:01.308Z
sensor.esphome_web_87cd6c_cisterna,15.23,2024-06-06T12:18:03.264Z
sensor.esphome_web_87cd6c_cisterna,14.97,2024-06-06T12:18:05.312Z
sensor.esphome_web_87cd6c_cisterna,15.62,2024-06-06T12:18:09.289Z
sensor.esphome_web_87cd6c_cisterna,15.16,2024-06-06T12:18:11.259Z
sensor.esphome_web_87cd6c_cisterna,15.29,2024-06-06T12:18:13.280Z
sensor.esphome_web_87cd6c_cisterna,16.34,2024-06-06T12:18:15.259Z
sensor.esphome_web_87cd6c_cisterna,14.77,2024-06-06T12:18:19.319Z
